"","hcid_ymd","redcap_data_access_group","hcid","wk_start_date","rdtp_u5","rdtp_a5","rdt_u5ntx","rdt_a5ntx","rdt_u5tx","rdt_a5tx","nordt_u5","nordt_a5","used","stk","dia_u5","dia_a5","pneu_u5","pneu_a5","mald_u5","mald_a5","mz_rdtp_u5","mz_rdtp_a5","mz_rdt_u5ntx","mz_rdt_a5ntx","mz_rdt_u5tx","mz_rdt_a5tx","mz_dia_u5","mz_dia_a5","mz_pneu_u5","mz_pneu_a5","mz_mald_u5","mz_mald_a5","weekly_sms_health_center_data_complete","FID","Shape..","lat","long","hcid_1","Name"
"1",10120120416,"1__choma_district",101,2012-04-16,6,11,40,45,0,0,0,0,104,3,42,28,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"2",10120120423,"1__choma_district",101,2012-04-23,5,7,17,12,0,0,0,0,41,252,51,30,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"3",10120120430,"1__choma_district",101,2012-04-30,0,8,19,19,0,0,0,0,44,180,3,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"4",10120120507,"1__choma_district",101,2012-05-07,1,1,9,15,0,0,0,0,27,150,6,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"5",10120120514,"1__choma_district",101,2012-05-14,1,2,20,13,0,0,0,0,36,113,7,8,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"6",10120120521,"1__choma_district",101,2012-05-21,0,7,19,14,0,0,0,0,41,71,23,8,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"7",10120120528,"1__choma_district",101,2012-05-28,1,0,9,14,0,0,0,0,24,144,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"8",10120120604,"1__choma_district",101,2012-06-04,0,0,4,13,0,0,0,0,17,131,19,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"9",10120120611,"1__choma_district",101,2012-06-11,0,0,3,3,0,0,0,0,6,125,15,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"10",10120120618,"1__choma_district",101,2012-06-18,1,0,8,7,0,0,0,0,16,109,21,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"11",10120120625,"1__choma_district",101,2012-06-25,0,0,10,4,0,0,0,0,14,84,26,6,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"12",10120120702,"1__choma_district",101,2012-07-02,0,0,6,3,0,0,0,0,9,75,15,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"13",10120120709,"1__choma_district",101,2012-07-09,0,0,10,8,0,0,0,0,18,57,8,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"14",10120120716,"1__choma_district",101,2012-07-16,0,0,7,7,0,0,0,0,14,43,11,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"15",10120120723,"1__choma_district",101,2012-07-23,0,0,5,4,0,0,0,0,9,36,12,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"16",10120120730,"1__choma_district",101,2012-07-30,0,0,2,5,0,0,0,0,7,29,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"17",10120120806,"1__choma_district",101,2012-08-06,0,0,1,1,0,0,0,0,2,0,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"18",10120120813,"1__choma_district",101,2012-08-13,0,0,0,0,0,0,0,0,0,0,6,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"19",10120120820,"1__choma_district",101,2012-08-20,0,0,0,0,0,0,0,0,0,0,8,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"20",10120120827,"1__choma_district",101,2012-08-27,0,0,0,0,0,0,0,0,0,0,12,5,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"21",10120120903,"1__choma_district",101,2012-09-03,0,0,0,0,0,0,0,0,0,0,8,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"22",10120120910,"1__choma_district",101,2012-09-10,0,0,0,0,0,0,0,0,0,0,9,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"23",10120120917,"1__choma_district",101,2012-09-17,0,1,2,4,0,0,0,0,7,28,6,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"24",10120120924,"1__choma_district",101,2012-09-24,0,0,12,12,0,0,0,0,24,28,10,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"25",10120121001,"1__choma_district",101,2012-10-01,0,0,15,14,0,0,0,0,29,26,11,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"26",10120121008,"1__choma_district",101,2012-10-08,0,0,11,16,0,0,0,0,27,25,16,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"27",10120121015,"1__choma_district",101,2012-10-15,0,0,12,15,0,0,0,0,27,24,19,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"28",10120121022,"1__choma_district",101,2012-10-22,0,0,9,11,0,0,0,0,20,23,8,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"29",10120121029,"1__choma_district",101,2012-10-29,0,0,20,8,0,0,0,0,28,20,6,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"30",10120121105,"1__choma_district",101,2012-11-05,0,0,9,4,0,0,0,0,13,20,0,9,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"31",10120121112,"1__choma_district",101,2012-11-12,1,0,9,5,0,0,0,0,15,19,8,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"32",10120121119,"1__choma_district",101,2012-11-19,1,3,14,4,0,0,0,0,22,21,11,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"33",10120121126,"1__choma_district",101,2012-11-26,0,0,1,3,0,0,0,0,4,11,5,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"34",10120121203,"1__choma_district",101,2012-12-03,0,0,7,8,0,0,0,0,15,18,12,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"35",10120121210,"1__choma_district",101,2012-12-10,0,0,1,4,0,0,0,0,5,18,9,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"36",10120121217,"1__choma_district",101,2012-12-17,0,0,11,8,0,0,0,0,19,18,11,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"37",10120121224,"1__choma_district",101,2012-12-24,0,0,14,11,0,0,0,0,25,17,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"38",10120121231,"1__choma_district",101,2012-12-31,0,0,4,7,0,0,0,0,11,17,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"39",10120130107,"1__choma_district",101,2013-01-07,0,0,3,7,0,0,0,0,10,16,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"40",10120130114,"1__choma_district",101,2013-01-14,0,0,5,9,0,0,0,0,14,14,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"41",10120130121,"1__choma_district",101,2013-01-21,0,0,8,12,0,0,0,0,20,14,11,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"42",10120130128,"1__choma_district",101,2013-01-28,0,0,10,6,0,0,0,0,16,13,11,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"43",10120130204,"1__choma_district",101,2013-02-04,0,0,11,12,0,0,0,0,23,12,13,17,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"44",10120130211,"1__choma_district",101,2013-02-11,1,0,8,6,0,0,0,0,15,11,8,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"45",10120130218,"1__choma_district",101,2013-02-18,2,0,11,12,0,0,0,0,25,14,10,16,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"46",10120130225,"1__choma_district",101,2013-02-25,0,0,18,11,0,0,0,0,29,12,9,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"47",10120130304,"1__choma_district",101,2013-03-04,1,0,16,19,0,0,0,0,39,13,14,21,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"48",10120130311,"1__choma_district",101,2013-03-11,0,0,21,15,0,0,0,0,36,11,33,21,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"49",10120130318,"1__choma_district",101,2013-03-18,2,1,35,24,0,0,0,0,62,6,12,19,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"50",10120130325,"1__choma_district",101,2013-03-25,0,0,22,16,0,0,0,0,38,4,18,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"51",10120130401,"1__choma_district",101,2013-04-01,0,0,26,10,0,0,0,0,36,55,6,13,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"52",10120130408,"1__choma_district",101,2013-04-08,0,0,12,19,0,0,0,0,31,7,8,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"53",10120130415,"1__choma_district",101,2013-04-15,0,0,14,11,0,0,0,0,25,240,13,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"54",10120130422,"1__choma_district",101,2013-04-22,0,0,16,12,0,0,0,0,28,239,9,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"55",10120130429,"1__choma_district",101,2013-04-29,0,0,5,6,0,0,0,0,11,239,11,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"56",10120130506,"1__choma_district",101,2013-05-06,1,0,14,9,0,0,0,0,24,238,5,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"57",10120130513,"1__choma_district",101,2013-05-13,1,1,7,9,0,0,0,0,18,237,7,14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"58",10120130520,"1__choma_district",101,2013-05-20,0,0,13,5,0,0,0,0,18,237,8,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"59",10120130527,"1__choma_district",101,2013-05-27,0,0,9,8,0,0,0,0,17,163,15,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"60",10120130603,"1__choma_district",101,2013-06-03,0,0,8,4,0,0,0,0,12,6,15,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"61",10120130610,"1__choma_district",101,2013-06-10,0,0,19,11,0,0,0,0,30,8,26,29,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"62",10120130617,"1__choma_district",101,2013-06-17,0,0,3,12,0,0,0,0,15,6,29,21,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"63",10120130624,"1__choma_district",101,2013-06-24,0,0,8,7,0,0,0,0,15,5,11,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"64",10120130701,"1__choma_district",101,2013-07-01,0,0,5,9,0,0,0,0,14,4,24,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"65",10120130708,"1__choma_district",101,2013-07-08,0,0,8,11,0,0,0,0,19,3,15,23,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"66",10120130715,"1__choma_district",101,2013-07-15,0,0,15,6,0,0,0,0,21,9,12,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"67",10120130722,"1__choma_district",101,2013-07-22,0,0,22,10,0,0,0,0,32,8,9,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"68",10120130729,"1__choma_district",101,2013-07-29,0,0,10,8,0,0,0,0,18,4,11,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"69",10120130805,"1__choma_district",101,2013-08-05,0,0,15,10,0,0,0,0,25,4,7,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"70",10120130812,"1__choma_district",101,2013-08-12,0,0,11,13,0,0,0,0,24,3,6,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"71",10120130819,"1__choma_district",101,2013-08-19,0,0,10,9,0,0,0,0,19,3,3,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"72",10120130826,"1__choma_district",101,2013-08-26,0,1,7,9,0,0,0,0,17,3,2,6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"73",10120130902,"1__choma_district",101,2013-09-02,0,0,8,9,0,0,0,0,17,2,7,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"74",10120130909,"1__choma_district",101,2013-09-09,0,0,14,7,0,0,0,0,21,14,3,11,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"75",10120130916,"1__choma_district",101,2013-09-16,0,0,7,8,0,0,0,0,15,14,10,14,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"76",10120130923,"1__choma_district",101,2013-09-23,0,0,10,12,0,0,0,0,22,13,3,8,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"77",10120130930,"1__choma_district",101,2013-09-30,0,0,3,2,0,0,0,0,5,13,25,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"78",10120131007,"1__choma_district",101,2013-10-07,0,0,3,7,0,0,0,0,10,12,20,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"79",10120131014,"1__choma_district",101,2013-10-14,0,0,5,8,0,0,0,0,13,12,30,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"80",10120131021,"1__choma_district",101,2013-10-21,0,0,2,9,0,0,0,0,11,11,25,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"81",10120131028,"1__choma_district",101,2013-10-28,0,0,11,6,0,0,0,0,17,10,4,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"82",10120131104,"1__choma_district",101,2013-11-04,0,0,0,0,0,0,0,0,0,0,1,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"83",10120131111,"1__choma_district",101,2013-11-11,0,1,5,9,0,0,0,0,15,1,7,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"84",10120131118,"1__choma_district",101,2013-11-18,0,0,0,0,0,0,0,0,0,5,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"85",10120131125,"1__choma_district",101,2013-11-25,0,0,6,4,0,0,0,0,10,5,2,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"86",10120131202,"1__choma_district",101,2013-12-02,0,0,0,0,0,0,0,0,0,2,1,3,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"87",10120131209,"1__choma_district",101,2013-12-09,0,0,14,17,0,0,0,0,31,4,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"88",10120131216,"1__choma_district",101,2013-12-16,0,0,2,11,0,0,0,0,13,8,8,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"89",10120131223,"1__choma_district",101,2013-12-23,0,2,5,13,0,0,0,0,20,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"90",10120131230,"1__choma_district",101,2013-12-30,1,0,6,8,0,0,0,0,15,7,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"91",10120140106,"1__choma_district",101,2014-01-06,1,0,3,11,0,0,0,0,15,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"92",10120140113,"1__choma_district",101,2014-01-13,0,1,5,6,0,0,0,0,12,12,11,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"93",10120140120,"1__choma_district",101,2014-01-20,0,0,5,8,0,0,0,0,13,11,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"94",10120140127,"1__choma_district",101,2014-01-27,0,0,3,7,0,0,0,0,10,11,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"95",10120140203,"1__choma_district",101,2014-02-03,0,0,4,1,0,0,0,0,5,11,7,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"96",10120140210,"1__choma_district",101,2014-02-10,1,0,9,5,0,0,0,0,15,10,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"97",10120140217,"1__choma_district",101,2014-02-17,1,2,5,9,0,0,0,0,16,10,6,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"98",10120140224,"1__choma_district",101,2014-02-24,0,1,4,5,0,0,0,0,10,9,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"99",10120140303,"1__choma_district",101,2014-03-03,1,1,12,5,0,0,0,0,19,8,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"100",10120140310,"1__choma_district",101,2014-03-10,1,1,23,9,0,0,0,0,33,22,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"101",10120140317,"1__choma_district",101,2014-03-17,0,8,16,5,0,0,0,0,29,20,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"102",10120140324,"1__choma_district",101,2014-03-24,2,7,17,12,0,0,0,0,38,18,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"103",10120140331,"1__choma_district",101,2014-03-31,0,3,11,13,0,0,0,0,27,18,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"104",10120140407,"1__choma_district",101,2014-04-07,0,1,12,14,0,0,0,0,27,16,10,3,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"105",10120140414,"1__choma_district",101,2014-04-14,0,4,10,6,0,0,0,0,20,15,8,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"106",10120140421,"1__choma_district",101,2014-04-21,3,3,6,7,0,0,0,0,19,20,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"107",10120140428,"1__choma_district",101,2014-04-28,2,2,5,6,0,0,0,0,15,30,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"108",10120140505,"1__choma_district",101,2014-05-05,0,3,13,11,0,0,0,0,27,22,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"109",10120140512,"1__choma_district",101,2014-05-12,0,3,12,10,0,0,0,0,25,15,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"110",10120140519,"1__choma_district",101,2014-05-19,0,0,9,7,0,0,0,0,16,16,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
"111",10120140526,"1__choma_district",101,2014-05-26,0,3,7,6,0,0,0,0,16,20,3,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"Point",-16.380174,26.644987,101,"Chilala"
